"ID","Time","ca","cn","wp","hp"
1,1,"0",1.98295978053531,1.1212226716245,-1.87743150583187
1,2,"0",-1.10851947923389,1.42790598366664,-0.618327362872242
1,3,"0",0.842054656020765,0.384265148943949,-1.61525528326677
1,4,"0",-2.24512679741334,2.9722051188792,0.31868802878264
1,5,"0",0.771777412795314,0.24988218913684,0.385550548494483
1,6,"1",1.57299048657355,0.204434101052742,0.15599980125485
1,7,"0",-0.0124138762336947,0.0542156699324602,-0.188228999459757
1,8,"0",0.72369710535429,-0.535049115708959,1.04836909895805
1,9,"1",0.939966516663125,-1.8712041079738,0.666091070998395
1,10,"0",0.456057086693266,-0.660885798095122,1.10270209155434
1,11,"0",-1.57572527448566,-0.195630621303871,1.19791313773699
1,12,"1",-1.77031234126381,-0.454468797095521,1.68212568688186
1,13,"1",-0.709496797407762,-0.755400908311131,0.527937710300874
1,14,"0",-0.644452410647667,-1.0925880339521,-0.0848514815174675
1,15,"0",-1.30138625570958,-1.20282938683505,-0.569353417229227
1,16,"1",-0.514744557658654,-1.30765062192361,1.7649444238586
1,17,"0",0.00617534572299394,-1.96835676594414,1.0454594925618
1,18,"0",-1.41924130531938,-1.53106465472851,0.0537281032337342
1,19,"1",0.12436651982533,-1.99926603290106,1.10994999843375
1,20,"1",1.47306070013428,-2.83905486508539,-0.682524387308333
1,21,"1",-2.0269387149479,0.443104581263533,2.48588804430058
1,22,"1",0.752365105831464,-1.06327669677223,0.97851402473854
1,23,"1",0.018970146275576,0.505530625823803,1.97240472601515
1,24,"1",1.06535013133834,-2.61860845057348,-1.00400839976423
1,25,"1",-1.37530258983022,0.799296454957875,2.35764916209249
1,26,"1",0.230889019706123,0.275484169564009,0.357610754939772
1,27,"0",-1.79594654453668,-0.0256983830229691,0.872688753771456
1,28,"1",-2.21971999412371,1.16893189328906,1.18200159878591
1,29,"0",0.792812616435992,-0.0633033381130689,-3.02748235985103
1,30,"0",-0.0103342191907771,0.88405028092121,-0.339931005421869
2,1,"0",-0.266870121207127,1.41603738456966,1.34427437975835
2,2,"0",-0.331470516761456,0.116927820794181,0.53340061272651
2,3,"0",2.11748172276012,-2.98312880401903,-1.57056040005233
2,4,"0",1.38624501359052,-0.954290014736334,-0.539798500522637
2,5,"0",-1.92026710848447,1.73086148389876,1.2213934093194
2,6,"1",-0.457940119219925,0.767592472642033,-0.547127578862884
2,7,"1",-1.30527446382481,0.270463094588568,0.922186226250246
2,8,"1",-0.257399685540878,0.332850964409688,1.97878042969838
2,9,"0",-1.31685304007255,-1.06530492377956,2.25032585972801
2,10,"1",0.787022693415458,-1.73313825637969,0.186829322962277
2,11,"0",0.172664772010788,0.247962900583188,0.288833524046585
2,12,"0",-1.23031508844476,0.0934890794992975,0.982521245879873
2,13,"0",-0.34814974876379,1.45620825234608,0.705320998082449
2,14,"1",-0.72882910978232,0.465989695134406,-0.418441067333718
2,15,"0",-2.07396841241572,0.29067376296335,0.26177169267189
2,16,"1",-1.60242538521613,1.90264409256189,1.34878025541506
2,17,"0",-1.0032233986434,-1.39589136165855,0.28119719370572
2,18,"1",-0.994534554843877,-1.04714370822048,-2.34452230375248
2,19,"0",-0.0197071868567676,0.587068149224303,-0.501939639622631
2,20,"0",-0.540122506431307,-0.220848259482155,-0.713654590298437
2,21,"0",0.0963209783553279,-0.321991181936251,-1.89265302680774
2,22,"0",0.924084870819838,0.891931434425825,1.7349602342307
2,23,"1",-0.52101420250544,2.30606840354631,1.17437242468981
2,24,"1",2.07142379561728,-1.28740428504931,-0.877321569891413
2,25,"0",-1.74360726930095,1.52744852141181,2.12032034729647
2,26,"1",-1.46029820602154,-0.965111837784978,0.36239638350419
2,27,"1",0.362122810679991,-1.22395264219103,0.588872329411658
2,28,"0",1.24480278624372,0.000364197727088067,-1.14730500839979
2,29,"1",-2.27127203386223,2.09612588470414,-0.4058517962652
2,30,"1",-0.938810278500994,0.234165618114911,-1.14902180099272
3,1,"1",0.120928387530144,-1.09332314503243,0.699673604051044
3,2,"0",0.390408931847581,-1.83267526177012,-0.204731326125111
3,3,"1",0.276961905371461,0.131146122052096,1.91628954279466
3,4,"0",2.68745962708575,-3.1522277772411,-1.12059954668407
3,5,"1",1.38272106065442,-0.912082841669109,-1.23562804576431
3,6,"0",-1.73834711791501,0.588292486238119,0.72790558305314
3,7,"1",0.546734698107916,-1.23111045394041,-1.15793781041787
3,8,"1",2.06130168890583,-0.765871394149335,-0.823575978982039
3,9,"0",-0.61639299819866,-0.693248851789782,0.852724800704449
3,10,"1",-1.13825683211653,0.601529219548346,-0.912253873813432
3,11,"1",-0.911144596326166,1.11639252070511,-0.0868162485339768
3,12,"1",-0.431159080112627,1.59435566114543,1.98372137789187
3,13,"1",2.10035436253979,-1.30049080480434,1.21892855681761
3,14,"0",-0.587751323982775,-0.759241429873634,2.50005796858483
3,15,"1",1.71964118915613,0.785729108147703,-0.0347705455738475
3,16,"1",-2.47893963176158,2.35188383130027,0.557676801266282
3,17,"1",1.04288260140237,1.08784355859393,-1.26682026528977
3,18,"1",0.874254387724264,1.51879872928515,1.08676543343181
3,19,"1",0.137411050666626,1.14394557192227,0.480307817170479
3,20,"0",1.29057029697769,-1.18655330118676,-1.41077365647638
